composition,thermal_conductivity,temperature,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Class
Er3NbO7,1.18,1180,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.36363636,60,24.6446281,68,8,8,69.18181818,52,22.67768595,87,35,87,64.24356182,151.2596,61.4016605,167.259,15.9994,15.9994,767.6,2695.2,907.2,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,108.4545455,123,54.03305785,189,66,66,2.672727273,2.2,0.976528926,3.44,1.24,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.272727273,12,4.760330579,12,0,0,8.090909091,9,3.223140496,14,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0.545454545,2,0.79338843,2,0,0,2.454545455,5,0.826446281,7,2,2,15.78818182,21.48,8.505867769,30.585,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,81.36363636,217,88.28099174,229,12,12,0.235955056,0.314606742,0.04494382,0.404494382,1,0.701802721,0.311252968,None
Er3NbO7,1.19,1280,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.36363636,60,24.6446281,68,8,8,69.18181818,52,22.67768595,87,35,87,64.24356182,151.2596,61.4016605,167.259,15.9994,15.9994,767.6,2695.2,907.2,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,108.4545455,123,54.03305785,189,66,66,2.672727273,2.2,0.976528926,3.44,1.24,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.272727273,12,4.760330579,12,0,0,8.090909091,9,3.223140496,14,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0.545454545,2,0.79338843,2,0,0,2.454545455,5,0.826446281,7,2,2,15.78818182,21.48,8.505867769,30.585,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,81.36363636,217,88.28099174,229,12,12,0.235955056,0.314606742,0.04494382,0.404494382,1,0.701802721,0.311252968,None
Yb3NbO7,1.25,300,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.23,380,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.2,480,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.2,580,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.25,680,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.27,780,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.25,880,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.27,980,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.2,1080,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.25,1180,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.24,1280,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
LaMg0.25Al0.5Ta0.25O3,1.95,300,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.9,380,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.8,480,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.7,580,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.65,680,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.6,780,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.57,880,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.55,980,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.56,1080,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
LaMg0.25Al0.5Ta0.25O3,1.58,1180,5,0.644204936,0.608445383,0.600509358,0.600039496,0.600001017,21.75,65,19.225,73,8,8,67.9,74,23.95,87,13,87,50.34153186,164.94848,48.48621007,180.94788,15.9994,15.9994,575.477,3235.2,624.8124,3290,54.8,54.8,11.85,14,5.21,16,2,16,3.15,4,1.425,6,2,2,108.65,141,51.18,207,66,66,2.5855,2.34,1.0254,3.44,1.1,3.44,2,0,0,2,2,2,2.5,4,1.8,4,0,4,0.35,3,0.525,3,0,0,0.7,14,1.33,14,0,0,5.55,17,1.885,19,2,6,0,0,0,0,0,0,1.7,5,1.02,5,0,2,2.15,9,3.225,9,0,0,0,0,0,0,0,0,3.85,9,2.605,9,0,2,16.541,27.7925,8.9354,36.8975,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.65,217,93.18,229,12,12,0.36036036,0.45045045,0.063063063,0.126126126,0,0.745613369,0.328100474,None
Dy2Zr2O7,1,300,3,0.686348585,0.646108515,0.636847546,0.636391892,0.636364098,24.36363636,58,20.82644628,66,8,8,69,56,22.90909091,87,31,87,56.31307273,146.5006,51.30831074,162.5,15.9994,15.9994,728.1454545,2073.2,856.985124,2128,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.272727273,4,1.619834711,6,2,2,108.7272727,126,54.38016529,192,66,66,2.652727273,2.22,1.001983471,3.44,1.22,3.44,2,0,0,2,2,2,2.545454545,4,1.851239669,4,0,4,0.363636364,2,0.595041322,2,0,0,1.818181818,10,2.975206612,10,0,0,6.727272727,8,1.917355372,12,4,6,0,0,0,0,0,0,1.272727273,2,0.925619835,2,0,2,1.454545455,8,2.380165289,8,0,0,0.727272727,4,1.190082645,4,0,0,3.454545455,6,1.851239669,8,2,2,15.69136364,22.135,8.382644628,31.24,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,78.18181818,182,84.23140496,194,12,12,0.297297297,0.378378378,0.054054054,0.27027027,1,0.708320593,0.319482319,None
