composition,temperature,NComp,mean_Number,maxdiff_Number,dev_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,most_MendeleevNumber,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,maxdiff_Column,dev_Column,maxdiff_Row,dev_Row,mean_Electronegativity,maxdiff_NsValence,dev_NpValence,maxdiff_NdValence,dev_NdValence,max_NdValence,mean_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,min_NValance,most_NValance,mean_NpUnfilled,maxdiff_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,min_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,most_GSbandgap,max_SpaceGroupNumber,CanFormIonic,thermal_conductivity
Zr0.93O1.86Y0.14O0.21,300.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.6
Zr0.93O1.86Y0.14O0.21,400.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.5
Zr0.93O1.86Y0.14O0.21,500.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.4
Zr0.93O1.86Y0.14O0.21,600.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.35
Zr0.93O1.86Y0.14O0.21,700.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.4
LaPO4,77.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,3.61
LaPO4,392.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,2.46
LaPO4,752.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,1.88
LaPO4,1112.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,1.56
LaPO4,1472.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,1.36
LaPO4,1832.0,3,17.33333333,49,13.22222222,8,8.0,74.0,74,20.33333333,87,87.0,1138.2,311.2666667,1193.0,13,3.555555556,4,1.111111111,2.841666667,0,1.111111111,1,0.277777778,1,0.0,0.0,5.333333333,3,3,6.0,1.833333333,3,2.0,1.5,9,2.5,0.0,3.333333333,7,1.888888889,2,15.98128968,27.7925,9.168386243,9.105,9.105,0.0,194,1,1.3
CePO4,77.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,3.14
CePO4,392.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,2.31
CePO4,752.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,1.84
CePO4,1112.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,1.59
CePO4,1472.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,1.52
CePO4,1832.0,3,17.5,50,13.5,8,8.0,74.33333333,72,19.77777778,87,87.0,1016.2,284.1555556,1071.0,13,3.555555556,4,1.111111111,2.845,0,1.111111111,1,0.277777778,1,0.166666667,0.0,5.5,2,4,6.0,1.833333333,3,2.0,1.5,9,2.5,2.166666667,5.5,20,5.5,2,16.03837302,28.135,9.244497354,9.105,9.105,0.0,194,1,1.35
NdPO4,77.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,3.05
NdPO4,392.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,2.38
NdPO4,752.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,1.89
NdPO4,1112.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,1.66
NdPO4,1472.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,1.6
NdPO4,1832.0,3,17.83333333,52,14.05555556,8,8.0,75.0,68,18.66666667,87,87.0,1239.2,333.7111111,1294.0,13,3.555555556,4,1.111111111,2.848333333,0,1.111111111,0,0.0,0,0.666666667,0.0,5.833333333,1,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.666666667,3.5,8,2.166666667,2,15.63337302,25.705,8.704497354,9.105,9.105,0.0,194,1,1.59
SmPO4,77.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,2.87
SmPO4,392.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,2.16
SmPO4,752.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,1.72
SmPO4,1112.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,1.54
SmPO4,1472.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,1.47
SmPO4,1832.0,3,18.16666667,54,14.61111111,8,8.0,75.66666667,64,17.55555556,87,87.0,1290.2,345.0444444,1345.0,13,3.555555556,4,1.111111111,2.853333333,0,1.111111111,0,0.0,0,1.0,0.0,6.166666667,3,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.333333333,3.166666667,6,1.611111111,2,15.37003968,24.125,8.353386243,9.105,9.105,0.0,166,1,1.49
EuPO4,77.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,2.99
EuPO4,392.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,2.14
EuPO4,752.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,1.73
EuPO4,1112.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,1.57
EuPO4,1472.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,1.6
EuPO4,1832.0,3,18.33333333,55,14.88888889,8,8.0,76.0,62,17.0,87,87.0,1040.2,289.4888889,1095.0,13,3.555555556,4,1.111111111,2.855833333,0,1.111111111,0,0.0,0,1.166666667,0.0,6.333333333,4,5,6.0,1.833333333,3,2.0,0.0,0,0.0,1.166666667,3.0,5,1.333333333,2,15.90837302,27.355,9.071164021,9.105,9.105,0.0,229,1,1.69
GdPO4,77.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,3.22
GdPO4,392.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,2.36
GdPO4,752.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,1.86
GdPO4,1112.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,1.66
GdPO4,1472.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,1.68
GdPO4,1832.0,3,18.5,56,15.16666667,8,8.0,76.33333333,60,16.44444444,87,87.0,1531.2,410.75,1586.0,13,3.555555556,4,1.111111111,2.858333333,0,1.111111111,1,0.277777778,1,1.166666667,0.0,6.5,5,5,6.0,1.833333333,3,2.0,1.5,9,2.5,1.166666667,4.5,14,3.833333333,2,15.17337302,22.945,8.091164021,9.105,9.105,0.0,194,1,1.93
GdTaO4,380.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,3.6
GdTaO4,480.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,3.1
GdTaO4,580.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,2.6
GdTaO4,680.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,2.4
GdTaO4,780.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,2.2
GdTaO4,880.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,2.0
GdTaO4,980.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,1.9
GdTaO4,1080.0,3,28.16666667,65,26.88888889,8,8.0,70.5,60,22.0,87,87.0,3235.2,1059.2,3290.0,13,5.333333333,4,1.777777778,2.743333333,0,1.777777778,3,0.888888889,3,3.5,0.0,8.833333333,13,6,6.0,1.333333333,2,2.0,2.666666667,9,3.555555556,1.166666667,5.166666667,14,4.222222222,2,14.43166667,22.945,7.102222222,9.105,9.105,0.0,229,1,1.8
Dy3NbO7,300.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.0
Dy3NbO7,380.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.15
Dy3NbO7,480.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.2
Dy3NbO7,580.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.2
Dy3NbO7,680.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.25
Dy3NbO7,780.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.3
Dy3NbO7,880.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.35
Dy3NbO7,980.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.4
Dy3NbO7,1080.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.4
Dy3NbO7,1180.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.4
Dy3NbO7,1280.0,3,26.81818182,58,23.95041322,8,8.0,68.09090909,56,24.0661157,87,87.0,2695.2,877.6958678,2750.0,13,5.785123967,4,1.73553719,2.667272727,1,1.851239669,4,0.661157025,4,2.727272727,0.0,7.545454545,7,5,6.0,1.272727273,2,2.0,0.545454545,6,0.991735537,1.090909091,3.0,5,1.272727273,2,15.96681818,22.135,8.73322314,9.105,9.105,0.0,229,1,1.35
Y3NbO7,300.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.4
Y3NbO7,380.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.5
Y3NbO7,480.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.45
Y3NbO7,580.0,3,19.45454545,33,14.5785124,8,8.0,62.90909091,75,30.66115702,87,87.0,2695.2,917.2661157,2750.0,13,5.785123967,3,1.388429752,2.667272727,1,1.851239669,4,0.809917355,4,0.0,0.0,5.090909091,3,3,6.0,1.272727273,2,2.0,3.0,9,3.818181818,0.0,4.363636364,7,3.008264463,2,16.27363636,23.26,9.123719008,9.105,9.105,0.0,229,1,1.52
